flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,norm_pressure,norm_load,norm_ssr,norm_bags,difficulty_score,difficulty_category
5668,2025-08-09,ORD,MKE,0.012,0.708,0.000,0.109,0.22,Medium
3605,2025-08-02,ORD,HHH,0.004,0.742,0.021,0.023,0.22,Medium
1634,2025-08-15,ORD,IAD,0.012,0.518,0.106,0.169,0.22,Medium
1634,2025-08-11,ORD,IAD,0.012,0.601,0.021,0.174,0.22,Medium
5444,2025-08-14,ORD,LIT,0.008,0.730,0.021,0.054,0.22,Medium
2385,2025-08-03,ORD,MSO,0.010,0.667,0.043,0.134,0.22,Medium
2389,2025-08-14,ORD,RSW,0.012,0.546,0.191,0.077,0.22,Medium
293,2025-08-02,ORD,LGA,0.014,0.598,0.128,0.054,0.22,Medium
1113,2025-08-08,ORD,ALB,0.001,0.522,0.213,0.077,0.22,Medium
4571,2025-08-02,ORD,XNA,0.001,0.545,0.149,0.134,0.22,Medium
1491,2025-08-02,ORD,DFW,0.001,0.633,0.106,0.057,0.22,Medium
1793,2025-08-02,ORD,MSP,0.014,0.527,0.064,0.246,0.22,Medium
1316,2025-08-05,ORD,SRQ,0.007,0.599,0.128,0.069,0.22,Medium
2343,2025-08-06,ORD,IND,0.013,0.512,0.096,0.271,0.22,Medium
1620,2025-08-13,ORD,SEA,0.002,0.444,0.213,0.194,0.22,Medium
1361,2025-08-14,ORD,STL,0.010,0.538,0.074,0.229,0.22,Medium
5737,2025-08-02,ORD,OMA,0.012,0.663,0.032,0.131,0.22,Medium
1740,2025-08-05,ORD,RSW,0.001,0.634,0.128,0.051,0.22,Medium
2616,2025-08-06,ORD,PDX,0.005,0.624,0.117,0.097,0.22,Medium
1168,2025-08-15,ORD,SFO,0.014,0.569,0.074,0.157,0.22,Medium
2616,2025-08-07,ORD,PDX,0.013,0.565,0.117,0.163,0.22,Medium
3603,2025-08-03,ORD,CMH,0.008,0.677,0.064,0.100,0.22,Medium
609,2025-08-01,ORD,PHX,0.027,0.558,0.074,0.140,0.22,Medium
1113,2025-08-01,ORD,ALB,0.012,0.571,0.096,0.154,0.22,Medium
5731,2025-08-14,ORD,STL,0.005,0.527,0.181,0.140,0.22,Medium
763,2025-08-07,ORD,PWM,0.011,0.673,0.064,0.086,0.22,Medium
2418,2025-08-13,ORD,PHL,0.002,0.549,0.106,0.171,0.22,Medium
2361,2025-08-06,ORD,LAX,0.001,0.645,0.138,0.023,0.22,Medium
2071,2025-08-05,ORD,SAN,0.001,0.640,0.160,0.006,0.22,Medium
2666,2025-08-08,ORD,DEN,0.004,0.569,0.160,0.100,0.22,Medium
2691,2025-08-14,ORD,EWR,0.018,0.640,0.096,0.074,0.22,Medium
5729,2025-08-05,ORD,FNT,0.004,0.512,0.234,0.080,0.22,Medium
2177,2025-08-09,ORD,MSN,0.009,0.642,0.011,0.177,0.22,Medium
1741,2025-08-12,ORD,JAC,0.006,0.625,0.085,0.140,0.22,Medium
1421,2025-08-03,ORD,FLL,0.002,0.678,0.117,0.029,0.22,Medium
1270,2025-08-10,ORD,PUJ,0.012,0.680,0.064,0.074,0.22,Medium
3571,2025-08-03,ORD,IND,0.009,0.660,0.043,0.100,0.22,Medium
4390,2025-08-04,ORD,CHA,0.009,0.621,0.138,0.037,0.22,Medium
342,2025-08-02,ORD,GCM,0.014,0.540,0.117,0.166,0.22,Medium
4436,2025-08-05,ORD,SGF,0.007,0.534,0.191,0.051,0.22,Medium
2008,2025-08-12,ORD,MCO,0.013,0.554,0.106,0.143,0.22,Medium
3696,2025-08-13,ORD,CVG,0.008,0.656,0.064,0.089,0.22,Medium
1775,2025-08-03,ORD,FLL,0.012,0.716,0.032,0.023,0.22,Medium
600,2025-08-08,ORD,LAS,0.010,0.573,0.106,0.109,0.22,Medium
786,2025-08-02,ORD,BTV,0.007,0.676,0.021,0.151,0.22,Medium
2665,2025-08-10,ORD,IAH,0.013,0.570,0.128,0.083,0.22,Medium
4554,2025-08-09,ORD,GRB,0.007,0.610,0.021,0.206,0.22,Medium
1531,2025-08-07,ORD,DSM,0.011,0.547,0.117,0.174,0.22,Medium
2106,2025-08-14,ORD,SFO,0.013,0.510,0.117,0.249,0.22,Medium
1872,2025-08-06,ORD,MSP,0.006,0.589,0.106,0.134,0.22,Medium
5646,2025-08-08,ORD,ATW,0.008,0.676,0.021,0.071,0.22,Medium
758,2025-08-10,ORD,EWR,0.013,0.564,0.160,0.069,0.22,Medium
1421,2025-08-06,ORD,FLL,0.011,0.695,0.064,0.063,0.22,Medium
1643,2025-08-01,ORD,SEA,0.001,0.634,0.128,0.003,0.22,Medium
2465,2025-08-14,ORD,ORF,0.013,0.561,0.117,0.114,0.22,Medium
708,2025-08-08,ORD,MCI,0.010,0.530,0.181,0.097,0.22,Medium
2280,2025-08-09,ORD,MCO,0.002,0.733,0.074,0.020,0.22,Medium
1643,2025-08-02,ORD,SEA,0.002,0.683,0.085,0.009,0.22,Medium
2071,2025-08-02,ORD,SAN,0.010,0.670,0.085,0.029,0.22,Medium
2290,2025-08-07,ORD,DFW,0.001,0.659,0.074,0.066,0.22,Medium
1741,2025-08-11,ORD,JAC,0.007,0.659,0.064,0.126,0.22,Medium
2672,2025-08-03,ORD,PNS,0.010,0.668,0.021,0.086,0.22,Medium
2627,2025-08-06,ORD,MSP,0.015,0.509,0.149,0.197,0.22,Medium
788,2025-08-09,ORD,MYR,0.002,0.689,0.064,0.086,0.22,Medium
1224,2025-08-03,ORD,LAX,0.002,0.683,0.096,0.046,0.22,Medium
561,2025-08-11,ORD,MCI,0.013,0.527,0.106,0.157,0.22,Medium
1044,2025-08-06,ORD,LAX,0.002,0.596,0.138,0.137,0.22,Medium
5262,2025-08-09,ORD,LNK,0.008,0.621,0.128,0.037,0.22,Medium
3685,2025-08-01,ORD,DTW,0.010,0.591,0.074,0.117,0.22,Medium
1239,2025-08-12,ORD,ROC,0.012,0.476,0.106,0.240,0.22,Medium
609,2025-08-05,ORD,PHX,0.013,0.567,0.160,0.097,0.22,Medium
2226,2025-08-15,ORD,CLE,0.013,0.531,0.117,0.191,0.22,Medium
660,2025-08-09,ORD,SAN,0.001,0.741,0.000,0.114,0.22,Medium
2370,2025-08-13,ORD,BOS,0.011,0.604,0.053,0.160,0.22,Medium
533,2025-08-08,ORD,OMA,0.009,0.487,0.128,0.200,0.22,Medium
1920,2025-08-03,ORD,LAS,0.013,0.546,0.106,0.123,0.22,Medium
5763,2025-08-13,ORD,TUL,0.002,0.699,0.021,0.117,0.22,Medium
1803,2025-08-06,ORD,DEN,0.001,0.550,0.160,0.086,0.22,Medium
758,2025-08-12,ORD,EWR,0.005,0.604,0.096,0.094,0.22,Medium
1775,2025-08-08,ORD,FLL,0.011,0.646,0.043,0.083,0.22,Medium
2337,2025-08-01,ORD,IAD,0.012,0.555,0.128,0.137,0.22,Medium
1363,2025-08-05,ORD,LAX,0.013,0.624,0.043,0.103,0.22,Medium
3569,2025-08-02,ORD,ALB,0.011,0.663,0.043,0.080,0.22,Medium
2004,2025-08-04,ORD,SYR,0.012,0.639,0.085,0.106,0.22,Medium
5429,2025-08-05,ORD,TYS,0.006,0.645,0.064,0.094,0.22,Medium
2133,2025-08-06,ORD,EWR,0.018,0.577,0.149,0.040,0.22,Medium
2099,2025-08-09,ORD,IAH,0.007,0.564,0.074,0.260,0.22,Medium
2364,2025-08-11,ORD,CMH,0.014,0.617,0.043,0.129,0.22,Medium
2225,2025-08-03,ORD,PHX,0.011,0.627,0.074,0.063,0.22,Medium
1361,2025-08-04,ORD,STL,0.012,0.512,0.191,0.143,0.22,Medium
4809,2025-08-08,ORD,ICT,0.008,0.627,0.064,0.117,0.22,Medium
3536,2025-08-02,ORD,YUL,0.015,0.699,0.043,0.051,0.22,Medium
1082,2025-08-08,ORD,PIT,0.013,0.541,0.106,0.129,0.22,Medium
2653,2025-08-09,ORD,RDU,0.011,0.695,0.021,0.117,0.22,Medium
1811,2025-08-03,ORD,MSP,0.012,0.519,0.149,0.166,0.22,Medium
359,2025-08-03,ORD,MEX,0.001,0.610,0.149,0.046,0.22,Medium
1135,2025-08-02,ORD,SJO,0.010,0.732,0.053,0.020,0.22,Medium
4809,2025-08-02,ORD,ICT,0.001,0.541,0.191,0.106,0.22,Medium
1273,2025-08-08,ORD,SFO,0.001,0.603,0.170,0.029,0.22,Medium
2684,2025-08-03,ORD,FCA,0.013,0.628,0.064,0.160,0.22,Medium
275,2025-08-08,ORD,RAP,0.015,0.599,0.106,0.120,0.22,Medium
1857,2025-08-01,ORD,MIA,0.010,0.686,0.021,0.051,0.22,Medium
1564,2025-08-06,ORD,MSP,0.003,0.621,0.000,0.254,0.22,Medium
1082,2025-08-05,ORD,PIT,0.009,0.556,0.138,0.097,0.22,Medium
1899,2025-08-14,ORD,YYC,0.011,0.651,0.021,0.137,0.22,Medium
2691,2025-08-11,ORD,EWR,0.007,0.652,0.043,0.086,0.22,Medium
3568,2025-08-06,ORD,YYZ,0.010,0.706,0.000,0.100,0.22,Medium
2657,2025-08-14,ORD,IAH,0.010,0.570,0.106,0.109,0.22,Medium
5712,2025-08-13,ORD,GSP,0.007,0.591,0.160,0.023,0.22,Medium
2200,2025-08-09,ORD,SEA,0.013,0.588,0.053,0.171,0.22,Medium
1044,2025-08-13,ORD,LAX,0.001,0.531,0.128,0.251,0.22,Medium
2635,2025-08-09,ORD,CLT,0.014,0.642,0.021,0.174,0.22,Medium
2653,2025-08-04,ORD,RDU,0.013,0.534,0.223,0.049,0.22,Medium
5536,2025-08-04,ORD,SAT,0.027,0.641,0.064,0.066,0.22,Medium
1848,2025-08-14,ORD,ATL,0.011,0.599,0.106,0.051,0.22,Medium
2011,2025-08-07,ORD,YVR,0.014,0.592,0.074,0.106,0.22,Medium
1834,2025-08-06,ORD,TPA,0.027,0.640,0.043,0.046,0.22,Medium
378,2025-08-11,ORD,LAX,0.012,0.604,0.117,0.069,0.22,Medium
1146,2025-08-15,ORD,MBJ,0.014,0.417,0.170,0.223,0.22,Medium
5124,2025-08-04,ORD,EAU,0.007,0.567,0.181,0.080,0.22,Medium
1975,2025-08-01,ORD,ATL,0.001,0.576,0.117,0.120,0.22,Medium
660,2025-08-04,ORD,SAN,0.011,0.580,0.138,0.049,0.22,Medium
2487,2025-08-01,ORD,PHL,0.014,0.576,0.043,0.174,0.22,Medium
752,2025-08-01,ORD,DCA,0.011,0.655,0.074,0.023,0.22,Medium
2137,2025-08-08,ORD,SLC,0.010,0.610,0.032,0.151,0.22,Medium
786,2025-08-07,ORD,BTV,0.008,0.585,0.064,0.226,0.22,Medium
5280,2025-08-12,ORD,DSM,0.002,0.598,0.032,0.280,0.22,Medium
2011,2025-08-06,ORD,YVR,0.014,0.589,0.064,0.120,0.22,Medium
2616,2025-08-03,ORD,PDX,0.011,0.634,0.074,0.123,0.22,Medium
938,2025-08-02,ORD,LHR,0.010,0.578,0.074,0.177,0.22,Medium
1377,2025-08-02,ORD,MYR,0.005,0.701,0.021,0.091,0.22,Medium
1304,2025-08-11,ORD,LAS,0.013,0.564,0.138,0.077,0.22,Medium
1538,2025-08-11,ORD,SAV,0.008,0.651,0.064,0.046,0.22,Medium
5292,2025-08-13,ORD,MTY,0.017,0.620,0.138,0.017,0.22,Medium
2483,2025-08-08,ORD,IAH,0.013,0.534,0.170,0.100,0.22,Medium
5603,2025-08-05,ORD,FNT,0.006,0.665,0.085,0.097,0.22,Medium
2418,2025-08-03,ORD,PHL,0.001,0.650,0.011,0.171,0.22,Medium
5968,2025-08-09,ORD,ACK,0.001,0.813,0.000,0.011,0.22,Medium
5323,2025-08-02,ORD,CID,0.014,0.649,0.021,0.094,0.22,Medium
3422,2025-08-01,ORD,DTW,0.007,0.527,0.160,0.129,0.22,Medium
4452,2025-08-12,ORD,RIC,0.008,0.698,0.043,0.031,0.22,Medium
767,2025-08-05,ORD,DEN,0.015,0.545,0.074,0.189,0.22,Medium
2672,2025-08-08,ORD,PNS,0.012,0.646,0.032,0.091,0.22,Medium
2370,2025-08-05,ORD,BOS,0.012,0.594,0.096,0.100,0.22,Medium
1583,2025-08-02,ORD,BWI,0.014,0.539,0.096,0.223,0.22,Medium
3706,2025-08-02,ORD,MSN,0.013,0.641,0.000,0.171,0.22,Medium
2609,2025-08-15,ORD,SNA,0.008,0.581,0.149,0.057,0.22,Medium
1270,2025-08-06,ORD,PUJ,0.013,0.671,0.053,0.097,0.22,Medium
609,2025-08-04,ORD,PHX,0.013,0.561,0.170,0.083,0.22,Medium
5437,2025-08-09,ORD,DLH,0.010,0.589,0.117,0.089,0.22,Medium
763,2025-08-10,ORD,PWM,0.015,0.680,0.021,0.063,0.22,Medium
2440,2025-08-10,ORD,LAS,0.015,0.543,0.138,0.114,0.22,Medium
708,2025-08-09,ORD,MCI,0.013,0.560,0.149,0.134,0.22,Medium
1068,2025-08-02,ORD,IAD,0.001,0.671,0.021,0.194,0.22,Medium
3693,2025-08-02,ORD,PIT,0.009,0.684,0.021,0.057,0.22,Medium
587,2025-08-15,ORD,YUL,0.017,0.512,0.117,0.171,0.22,Medium
411,2025-08-13,ORD,DTW,0.009,0.525,0.064,0.277,0.22,Medium
912,2025-08-02,ORD,KEF,0.008,0.553,0.064,0.269,0.22,Medium
2618,2025-08-06,ORD,STL,0.011,0.480,0.117,0.286,0.22,Medium
5280,2025-08-06,ORD,DSM,0.008,0.570,0.043,0.200,0.22,Medium
1097,2025-08-11,ORD,DCA,0.008,0.575,0.181,0.083,0.22,Medium
721,2025-08-06,ORD,BOS,0.013,0.655,0.053,0.080,0.22,Medium
2337,2025-08-04,ORD,IAD,0.012,0.594,0.096,0.074,0.22,Medium
1920,2025-08-02,ORD,LAS,0.013,0.558,0.117,0.160,0.22,Medium
380,2025-08-05,ORD,JAX,0.082,0.430,0.138,0.031,0.22,Medium
1525,2025-08-14,ORD,AUS,0.010,0.599,0.106,0.060,0.22,Medium
1740,2025-08-09,ORD,RSW,0.002,0.586,0.128,0.071,0.22,Medium
1120,2025-08-02,ORD,LIR,0.002,0.713,0.053,0.051,0.22,Medium
2440,2025-08-06,ORD,LAS,0.008,0.494,0.202,0.126,0.22,Medium
3493,2025-08-07,ORD,DTW,0.009,0.577,0.160,0.109,0.22,Medium
1834,2025-08-12,ORD,TPA,0.012,0.542,0.149,0.074,0.22,Medium
2137,2025-08-11,ORD,SLC,0.012,0.604,0.032,0.163,0.22,Medium
5646,2025-08-09,ORD,ATW,0.004,0.556,0.138,0.123,0.22,Medium
5841,2025-08-08,ORD,MEM,0.046,0.660,0.011,0.040,0.22,Medium
1297,2025-08-10,ORD,DFW,0.012,0.685,0.064,0.074,0.22,Medium
5435,2025-08-01,ORD,BDL,0.009,0.634,0.053,0.109,0.22,Medium
5446,2025-08-03,ORD,CLE,0.010,0.613,0.117,0.091,0.22,Medium
2100,2025-08-14,ORD,SLC,0.012,0.591,0.074,0.174,0.22,Medium
3523,2025-08-13,ORD,RIC,0.012,0.634,0.096,0.097,0.22,Medium
4429,2025-08-03,ORD,FSD,0.006,0.534,0.170,0.106,0.22,Medium
1933,2025-08-10,ORD,LAS,0.012,0.570,0.085,0.154,0.22,Medium
5577,2025-08-08,ORD,JAX,0.001,0.692,0.096,0.020,0.22,Medium
1996,2025-08-14,ORD,SJU,0.002,0.575,0.128,0.137,0.22,Medium
609,2025-08-11,ORD,PHX,0.015,0.570,0.096,0.151,0.22,Medium
307,2025-08-07,ORD,COS,0.007,0.625,0.064,0.146,0.22,Medium
307,2025-08-05,ORD,COS,0.010,0.573,0.160,0.111,0.22,Medium
1270,2025-08-05,ORD,PUJ,0.002,0.631,0.106,0.083,0.22,Medium
5260,2025-08-10,ORD,FSD,0.005,0.676,0.085,0.069,0.22,Medium
1301,2025-08-04,ORD,ICT,0.011,0.564,0.085,0.134,0.22,Medium
5229,2025-08-01,ORD,ILM,0.012,0.570,0.191,0.043,0.22,Medium
2200,2025-08-08,ORD,SEA,0.006,0.621,0.000,0.243,0.22,Medium
1525,2025-08-07,ORD,AUS,0.000,0.618,0.096,0.134,0.22,Medium
2653,2025-08-08,ORD,RDU,0.011,0.613,0.032,0.143,0.22,Medium
1156,2025-08-10,ORD,MSY,0.013,0.534,0.096,0.180,0.22,Medium
1634,2025-08-01,ORD,IAD,0.013,0.558,0.117,0.149,0.22,Medium
2483,2025-08-13,ORD,IAH,0.013,0.500,0.202,0.126,0.22,Medium
764,2025-08-15,ORD,YYC,0.012,0.651,0.000,0.140,0.22,Medium
2106,2025-08-07,ORD,SFO,0.012,0.540,0.053,0.217,0.22,Medium
2280,2025-08-15,ORD,MCO,0.002,0.542,0.170,0.120,0.22,Medium
1659,2025-08-12,ORD,CUN,0.019,0.725,0.011,0.014,0.22,Medium
399,2025-08-05,ORD,BOS,0.009,0.575,0.160,0.086,0.22,Medium
2609,2025-08-06,ORD,SNA,0.012,0.750,0.000,0.034,0.22,Medium
2483,2025-08-03,ORD,IAH,0.012,0.622,0.106,0.089,0.22,Medium
1923,2025-08-10,ORD,CID,0.014,0.564,0.085,0.157,0.22,Medium
5980,2025-08-02,ORD,GTF,0.014,0.598,0.096,0.069,0.22,Medium
609,2025-08-02,ORD,PHX,0.013,0.619,0.043,0.169,0.22,Medium
2616,2025-08-04,ORD,PDX,0.019,0.604,0.053,0.143,0.22,Medium
1270,2025-08-13,ORD,PUJ,0.013,0.561,0.128,0.143,0.22,Medium
1808,2025-08-03,ORD,CLE,0.014,0.548,0.053,0.260,0.22,Medium
2040,2025-08-09,ORD,DEN,0.015,0.534,0.000,0.289,0.22,Medium
2385,2025-08-14,ORD,MSO,0.014,0.581,0.085,0.154,0.22,Medium
3569,2025-08-09,ORD,ALB,0.010,0.613,0.138,0.071,0.22,Medium
1291,2025-08-06,ORD,IAH,0.010,0.637,0.000,0.226,0.22,Medium
791,2025-08-02,ORD,DEN,0.020,0.678,0.074,0.040,0.22,Medium
2385,2025-08-02,ORD,MSO,0.009,0.640,0.011,0.189,0.22,Medium
5429,2025-08-06,ORD,TYS,0.017,0.591,0.074,0.086,0.22,Medium
2226,2025-08-09,ORD,CLE,0.007,0.418,0.160,0.297,0.22,Medium
3614,2025-08-13,ORD,MCI,0.004,0.627,0.106,0.100,0.22,Medium
3610,2025-08-14,ORD,YQB,0.005,0.627,0.064,0.054,0.21,Medium
2649,2025-08-12,ORD,EWR,0.006,0.565,0.117,0.091,0.21,Medium
1920,2025-08-07,ORD,LAS,0.013,0.531,0.043,0.151,0.21,Medium
1577,2025-08-14,ORD,SFO,0.013,0.580,0.021,0.157,0.21,Medium
293,2025-08-11,ORD,LGA,0.014,0.650,0.032,0.060,0.21,Medium
4406,2025-08-08,ORD,TVC,0.006,0.599,0.021,0.114,0.21,Medium
1525,2025-08-01,ORD,AUS,0.010,0.694,0.000,0.069,0.21,Medium
2635,2025-08-08,ORD,CLT,0.012,0.525,0.096,0.083,0.21,Medium
5427,2025-08-14,ORD,PIA,0.005,0.523,0.149,0.074,0.21,Medium
4571,2025-08-11,ORD,XNA,0.007,0.523,0.128,0.057,0.21,Medium
343,2025-08-01,ORD,SFO,0.011,0.629,0.043,0.080,0.21,Medium
3498,2025-08-04,ORD,CVG,0.012,0.505,0.170,0.077,0.21,Medium
561,2025-08-08,ORD,MCI,0.010,0.547,0.043,0.134,0.21,Medium
2176,2025-08-09,ORD,STT,0.006,0.584,0.021,0.137,0.21,Medium
5383,2025-08-09,ORD,TVC,0.012,0.676,0.021,0.051,0.21,Medium
5607,2025-08-10,ORD,TUS,0.005,0.551,0.096,0.074,0.21,Medium
4563,2025-08-07,ORD,FSD,0.006,0.512,0.128,0.077,0.21,Medium
293,2025-08-13,ORD,LGA,0.004,0.575,0.117,0.083,0.21,Medium
2290,2025-08-03,ORD,DFW,0.010,0.616,0.085,0.043,0.21,Medium
4809,2025-08-07,ORD,ICT,0.009,0.570,0.011,0.157,0.21,Medium
3571,2025-08-13,ORD,DSM,0.007,0.591,0.000,0.217,0.21,Medium
286,2025-08-05,ORD,CLE,0.002,0.497,0.106,0.200,0.21,Medium
2385,2025-08-05,ORD,MSO,0.012,0.529,0.043,0.203,0.21,Medium
2092,2025-08-09,ORD,LGA,0.007,0.663,0.011,0.023,0.21,Medium
5260,2025-08-07,ORD,FSD,0.000,0.665,0.000,0.123,0.21,Medium
1304,2025-08-10,ORD,LAS,0.010,0.562,0.064,0.103,0.21,Medium
2182,2025-08-10,ORD,PHL,0.008,0.589,0.043,0.094,0.21,Medium
1448,2025-08-09,ORD,BUF,0.009,0.465,0.160,0.149,0.21,Medium
5603,2025-08-07,ORD,FNT,0.005,0.643,0.043,0.089,0.21,Medium
4468,2025-08-10,ORD,LEX,0.008,0.687,0.000,0.077,0.21,Medium
5984,2025-08-02,ORD,BIL,0.001,0.620,0.021,0.129,0.21,Medium
1531,2025-08-05,ORD,DSM,0.007,0.443,0.138,0.226,0.21,Medium
3654,2025-08-07,ORD,STL,0.008,0.570,0.064,0.097,0.21,Medium
3610,2025-08-13,ORD,YQB,0.008,0.577,0.085,0.066,0.21,Medium
2418,2025-08-02,ORD,PHL,0.001,0.707,0.000,0.086,0.21,Medium
2635,2025-08-01,ORD,CLT,0.035,0.607,0.032,0.049,0.21,Medium
1657,2025-08-02,ORD,LGA,0.026,0.618,0.021,0.057,0.21,Medium
1740,2025-08-10,ORD,RSW,0.002,0.671,0.053,0.043,0.21,Medium
1803,2025-08-13,ORD,DEN,0.002,0.627,0.074,0.074,0.21,Medium
5819,2025-08-13,ORD,DLH,0.008,0.512,0.181,0.031,0.21,Medium
1594,2025-08-04,ORD,ABQ,0.007,0.560,0.053,0.154,0.21,Medium
1878,2025-08-08,ORD,SFO,0.013,0.605,0.043,0.091,0.21,Medium
1205,2025-08-01,ORD,EWR,0.013,0.576,0.085,0.040,0.21,Medium
399,2025-08-06,ORD,BOS,0.009,0.558,0.064,0.100,0.21,Medium
2387,2025-08-04,ORD,MCO,0.013,0.680,0.021,0.040,0.21,Medium
660,2025-08-10,ORD,SAN,0.002,0.621,0.000,0.137,0.21,Medium
4549,2025-08-02,ORD,MLI,0.004,0.632,0.000,0.114,0.21,Medium
5601,2025-08-13,ORD,FNT,0.002,0.512,0.181,0.069,0.21,Medium
1448,2025-08-13,ORD,BUF,0.009,0.521,0.096,0.120,0.21,Medium
2653,2025-08-12,ORD,RDU,0.011,0.607,0.011,0.103,0.21,Medium
1363,2025-08-04,ORD,LAX,0.013,0.575,0.085,0.040,0.21,Medium
5948,2025-08-10,ORD,BNA,0.011,0.627,0.011,0.074,0.21,Medium
1832,2025-08-01,ORD,CMH,0.001,0.461,0.085,0.280,0.21,Medium
1803,2025-08-01,ORD,DEN,0.012,0.572,0.074,0.106,0.21,Medium
5731,2025-08-13,ORD,STL,0.005,0.577,0.064,0.114,0.21,Medium
5420,2025-08-01,ORD,MLI,0.008,0.643,0.021,0.037,0.21,Medium
2100,2025-08-11,ORD,SLC,0.012,0.601,0.011,0.114,0.21,Medium
2370,2025-08-03,ORD,BOS,0.011,0.601,0.032,0.069,0.21,Medium
1815,2025-08-11,ORD,MSY,0.011,0.559,0.064,0.097,0.21,Medium
2653,2025-08-13,ORD,RDU,0.001,0.622,0.000,0.160,0.21,Medium
5260,2025-08-04,ORD,FSD,0.007,0.534,0.138,0.051,0.21,Medium
2189,2025-08-10,ORD,LGA,0.012,0.591,0.064,0.031,0.21,Medium
503,2025-08-14,ORD,DEN,0.009,0.557,0.106,0.083,0.21,Medium
5230,2025-08-08,ORD,CRW,0.010,0.567,0.128,0.054,0.21,Medium
2385,2025-08-07,ORD,MSO,0.001,0.601,0.043,0.123,0.21,Medium
5795,2025-08-14,ORD,TUL,0.010,0.541,0.043,0.149,0.21,Medium
1492,2025-08-10,ORD,CMH,0.010,0.447,0.170,0.134,0.21,Medium
764,2025-08-14,ORD,YYC,0.001,0.525,0.128,0.106,0.21,Medium
5646,2025-08-13,ORD,ATW,0.004,0.610,0.074,0.049,0.21,Medium
587,2025-08-14,ORD,YUL,0.014,0.568,0.043,0.077,0.21,Medium
1100,2025-08-07,ORD,PDX,0.010,0.668,0.011,0.046,0.21,Medium
3409,2025-08-04,ORD,YOW,0.014,0.541,0.043,0.214,0.21,Medium
1778,2025-08-02,ORD,OMA,0.016,0.594,0.021,0.106,0.21,Medium
1044,2025-08-12,ORD,LAX,0.002,0.508,0.074,0.240,0.21,Medium
1594,2025-08-06,ORD,ABQ,0.007,0.534,0.106,0.111,0.21,Medium
3654,2025-08-03,ORD,STL,0.009,0.505,0.085,0.163,0.21,Medium
5337,2025-08-07,ORD,ROA,0.010,0.584,0.043,0.080,0.21,Medium
445,2025-08-11,ORD,ANC,0.013,0.403,0.085,0.286,0.21,Medium
1848,2025-08-13,ORD,ATL,0.011,0.534,0.160,0.063,0.21,Medium
275,2025-08-15,ORD,RAP,0.012,0.516,0.085,0.114,0.21,Medium
2182,2025-08-02,ORD,PHL,0.008,0.639,0.053,0.074,0.21,Medium
576,2025-08-06,ORD,LAX,0.014,0.559,0.032,0.154,0.21,Medium
2440,2025-08-01,ORD,LAS,0.015,0.573,0.053,0.097,0.21,Medium
1485,2025-08-03,ORD,SEA,0.036,0.546,0.000,0.109,0.21,Medium
1830,2025-08-06,ORD,DSM,0.013,0.538,0.043,0.226,0.21,Medium
4554,2025-08-01,ORD,GRB,0.007,0.665,0.000,0.049,0.21,Medium
563,2025-08-09,ORD,EWR,0.002,0.638,0.032,0.043,0.21,Medium
2672,2025-08-06,ORD,PNS,0.009,0.564,0.085,0.060,0.21,Medium
5289,2025-08-14,ORD,CRW,0.007,0.501,0.106,0.126,0.21,Medium
1657,2025-08-03,ORD,LGA,0.013,0.581,0.074,0.034,0.21,Medium
1775,2025-08-14,ORD,FLL,0.012,0.652,0.011,0.071,0.21,Medium
1842,2025-08-03,ORD,SAN,0.012,0.583,0.032,0.103,0.21,Medium
1414,2025-08-05,ORD,BOI,0.001,0.567,0.053,0.126,0.21,Medium
5836,2025-08-03,ORD,TYS,0.011,0.610,0.021,0.083,0.21,Medium
2333,2025-08-06,ORD,BWI,0.013,0.591,0.032,0.126,0.21,Medium
600,2025-08-04,ORD,LAS,0.010,0.546,0.096,0.051,0.21,Medium
5977,2025-08-10,ORD,ICT,0.012,0.512,0.106,0.094,0.21,Medium
2225,2025-08-11,ORD,PHX,0.011,0.558,0.043,0.160,0.21,Medium
2609,2025-08-12,ORD,SNA,0.008,0.590,0.064,0.054,0.21,Medium
1996,2025-08-13,ORD,SJU,0.007,0.597,0.021,0.126,0.21,Medium
5262,2025-08-08,ORD,LNK,0.012,0.534,0.106,0.057,0.21,Medium
5603,2025-08-09,ORD,FNT,0.006,0.632,0.011,0.094,0.21,Medium
5269,2025-08-03,ORD,PIA,0.004,0.578,0.096,0.063,0.21,Medium
1387,2025-08-15,ORD,SFO,0.007,0.622,0.064,0.071,0.21,Medium
1414,2025-08-10,ORD,BOI,0.012,0.596,0.053,0.103,0.21,Medium
4184,2025-08-10,ORD,DAY,0.008,0.567,0.053,0.089,0.21,Medium
767,2025-08-04,ORD,DEN,0.014,0.583,0.085,0.080,0.21,Medium
1198,2025-08-02,ORD,CUN,0.011,0.704,0.000,0.031,0.21,Medium
5021,2025-08-03,ORD,SUX,0.012,0.545,0.117,0.074,0.21,Medium
769,2025-08-03,ORD,BCN,0.005,0.416,0.128,0.226,0.21,Medium
2337,2025-08-11,ORD,IAD,0.012,0.616,0.000,0.149,0.21,Medium
3638,2025-08-06,ORD,CHS,0.007,0.656,0.011,0.023,0.21,Medium
5963,2025-08-07,ORD,BDL,0.000,0.536,0.117,0.094,0.21,Medium
2144,2025-08-14,ORD,YYZ,0.011,0.530,0.096,0.069,0.21,Medium
